,Constituency_No,Position,Candidate,Sex,Party,Votes,Age,Valid_Votes,Electors,Constituency_Name,Constituency_Type,District_Name,Sub_Region,N_Cand,Turnout_Percentage,Vote_Share_Percentage,Deposit_Lost,Margin,Margin_Percentage,ENOP,pid,Party_ID,Contested,Last_Party,Last_Party_ID,Last_Constituency_Name,Same_Constituency,Same_Party,No_Terms,Turncoat,Incumbent,Recontest,Education_Qualification,Main_Profession,Main_Profession_Desc,Second_Profession,Second_Profession_Desc,Result
2253,125,7,"Dhivya,D.",F,IND,787,26.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.4,yes,104,0.05,2.5,AETN274637,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
2254,125,8,"Krishnan,T.",M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,683,60.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.35,yes,224,0.12,2.5,AETN274627,24313,1.0,,,,,,0.0,False,False,False,Illiterate,Labourer or Daily Wage,,,,Lost
2255,125,9,"Kumar,K.",M,BSP,459,41.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.24,yes,159,0.08,2.5,AETN274624,16651,1.0,,,,,,0.0,False,False,False,8th Pass,Other,,,,Lost
2256,125,10,"Rajini,K.",M,IND,300,44.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.15,yes,76,0.04,2.5,AETN274638,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,Coolie,Agriculture,,Lost
2257,125,11,"Umar Ali,D.",M,IND,224,53.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.12,yes,40,0.02,2.5,AETN274634,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Other,,,,Lost
2258,125,12,"Arumugam,P.",M,IND,184,35.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.09,yes,3,0.0,2.5,AETN274633,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Small Business or Self-employed,Workshop or Small Manufacturer,,,Lost
2259,125,13,"Karthikeyan,S.",M,IND,181,60.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.09,yes,4,0.0,2.5,AETN274636,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
2260,125,14,"Nachammal,K.",F,Anaithu Makkal Arasiyal Katchi,177,45.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.09,yes,51,0.03,2.5,AETN274628,24293,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
2261,125,15,"Elsy,C.",F,IND,126,60.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.06,yes,56,0.03,2.5,AETN274635,10809,1.0,,,,,,0.0,False,False,False,Others,Business,,,,Lost
2262,125,16,"Ashokkumar,S.",M,IND,70,41.0,194358,272553,UDUMALPET,GEN,COIMBATORE,WESTERN REGION,15,71.31,0.04,yes,0,0.0,2.5,AETN274632,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Liberal Profession or Professional,Lawyer,,,Lost
2263,126,1,C MAHENDRAN,M,ADMK,84313,49.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,46.35,no,6438,3.54,2.56,GETN10538,930,1.0,,,,,,1.0,False,False,False,Post Graduate,Business,,,,Won
2264,126,2,R.JAYARAMAKRISHNAN,M,DMK,77875,53.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,42.81,no,71360,39.23,2.56,AETN188886,10192,2.0,DMK,10192.0,MADATHUKULAM,True,True,1.0,False,True,True,Graduate Professional,Liberal Profession or Professional,Lawyer,Agriculture,,Lost
2265,126,3,C.SHANMUGAVELU,M,AMMK,6515,71.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,3.58,yes,270,0.15,2.56,AETN192084,24338,4.0,ADMK,930.0,MADATHUKULAM,True,False,3.0,True,False,False,Post Graduate,Social Work,,,,Lost
2266,126,4,U SANUJA,F,NTK,6245,37.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,3.43,yes,3351,1.84,2.56,AETN274644,5533,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,Household,,,Lost
2267,126,5,K KUMARESAN,M,MNM,2894,52.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,1.59,yes,1846,1.01,2.56,AETN274641,24404,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
2268,126,6,None Of The Above,,NOTA,1048,,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.58,,336,0.18,2.56,,5897,,,,,,,,,,,,,,,,
2269,126,7,G RAMAKRISHNAN,M,IND,712,58.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.39,yes,101,0.06,2.56,AETN274652,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
2270,126,8,K MAHENDRAKUMAR,M,IND,611,40.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.34,yes,108,0.06,2.56,AETN274649,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,,,,Lost
2271,126,9,K MANICKASAMY,M,IND,503,26.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.28,yes,36,0.02,2.56,AETN274651,10809,1.0,,,,,,0.0,False,False,False,Others,Other,,,,Lost
2272,126,10,J.BENJAMIN KIRUBAKARAN,M,BSP,467,37.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.26,yes,295,0.16,2.56,AETN274639,16651,1.0,,,,,,0.0,False,False,False,10th Pass,Salaried Work or Employed,Qualified Professional,,,Lost
2273,126,11,P MAHENDRAN,M,IND,172,25.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.09,yes,31,0.02,2.56,AETN274650,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2274,126,12,K.MAHALINGAM,M,IND,141,48.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.08,yes,11,0.01,2.56,AETN274648,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
2275,126,13,M SHANMUGAVEL,M,IND,130,71.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.07,yes,25,0.01,2.56,AETN274645,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
2276,126,14,K SAKTHIVEL,M,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,105,41.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.06,yes,17,0.01,2.56,AETN274642,24313,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
2277,126,15,P THANGARAJ,M,IND,88,47.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.05,yes,5,0.0,2.56,AETN274647,10809,1.0,,,,,,0.0,False,False,False,Literate,Labourer or Daily Wage,,,,Lost
2278,126,16,P SUBRAMANIAN,M,IND,83,60.0,181902,251072,MADATHUKULAM,GEN,COIMBATORE,WESTERN REGION,15,72.45,0.05,yes,0,0.0,2.56,AETN274646,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Social Work,Activist,,,Lost
2279,127,1,SENTHIL KUMAR I.P,M,DMK,108566,42.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,52.86,no,30056,14.63,2.33,AETN274653,10192,1.0,,,,,,1.0,False,False,False,Post Graduate,Business,,Agriculture,,Won
2280,127,2,RAVI MANOHARAN K,M,ADMK,78510,52.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,38.23,no,70854,34.5,2.33,AETN274655,930,1.0,,,,,,0.0,False,False,False,Others,Business,,Agriculture,,Lost
2281,127,3,VINOTH RAJASEKARAN G,M,NTK,7656,33.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,3.73,yes,3924,1.91,2.33,AETN188905,5533,2.0,NTK,5533.0,PALANI,True,True,0.0,False,False,True,,,,,,Lost
2282,127,4,POOVENDHAN T,M,MNM,3732,60.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,1.82,yes,1477,0.72,2.33,AETN197401,24404,3.0,DMK,10192.0,PALANI,True,False,1.0,True,False,False,,,,,,Lost
2283,127,5,VEERAKUMAR V,M,AMMK,2255,46.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,1.1,yes,1145,0.56,2.33,AETN274658,24338,1.0,,,,,,0.0,False,False,False,Graduate,Liberal Profession or Professional,Lawyer,,,Lost
2284,127,6,None Of The Above,,NOTA,1110,,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.54,,509,0.25,2.33,,5897,,,,,,,,,,,,,,,,
2285,127,7,SIVABALA MOORTHI K,M,Akhil Bharat Hindu Mahasabha,601,39.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.29,yes,79,0.04,2.33,AETN274656,268,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2286,127,8,SUDHA R B,F,IND,522,32.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.25,yes,60,0.03,2.33,AETN274666,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Salaried Work or Employed,,,,Lost
2287,127,9,SURESH M,M,IND,462,42.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.22,yes,19,0.01,2.33,AETN274667,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2288,127,10,NACHIMUTHU S,M,BSP,443,44.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.22,yes,133,0.06,2.33,AETN274654,16651,1.0,,,,,,0.0,False,False,False,10th Pass,Agricultural Labour,,,,Lost
2289,127,11,NAGENDRAN G,M,IND,310,37.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.15,yes,115,0.06,2.33,AETN274669,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
2290,127,12,SAMIAPPA GOUNDER P,M,IND,195,78.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.09,yes,46,0.02,2.33,AETN274664,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2291,127,13,SHAHUL HAMEED,M,IND,149,39.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.07,yes,39,0.02,2.33,AETN274663,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Agriculture,,,,Lost
2292,127,14,SIDDIQ M,M,IND,110,44.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.05,yes,4,0.0,2.33,AETN274665,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
2293,127,15,LATHIKA,F,IND,106,35.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.05,yes,11,0.01,2.33,AETN274674,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
2294,127,16,PERIYADURAI M,M,IND,95,35.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.05,yes,3,0.0,2.33,AETN274671,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Agriculture,,,,Lost
2295,127,17,ANANTHAN S. P,M,IND,92,30.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.04,yes,15,0.01,2.33,AETN274660,10809,1.0,,,,,,0.0,False,False,False,Graduate,Politics,Municipality Member,,,Lost
2296,127,18,THANGAVEL B,M,My India Party,77,41.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.04,yes,4,0.0,2.33,AETN274657,24339,1.0,,,,,,0.0,False,False,False,8th Pass,Agricultural Labour,,,,Lost
2297,127,19,MUNISHRAJA M,M,IND,73,37.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.04,yes,5,0.0,2.33,AETN274672,10809,1.0,,,,,,0.0,False,False,False,Doctorate,Liberal Profession or Professional,Musician or Artist,,,Lost
2298,127,20,PANDEESWARAN M,M,IND,68,37.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.03,yes,4,0.0,2.33,AETN274670,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Other,,,,Lost
2299,127,21,RASULBEEVI SAHABUDEEN,F,IND,64,41.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.03,yes,6,0.0,2.33,AETN274673,10809,1.0,,,,,,0.0,False,False,False,5th Pass,Labourer or Daily Wage,,,,Lost
2300,127,22,THANGAVEL A,M,IND,58,52.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.03,yes,9,0.0,2.33,AETN274668,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
2301,127,23,KALIAPPAN K,M,IND,49,53.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.02,yes,6,0.0,2.33,AETN274662,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Labourer or Daily Wage,,,,Lost
2302,127,24,AZHAGUMALAI A,M,IND,43,71.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.02,yes,5,0.0,2.33,AETN274659,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Labourer or Daily Wage,,,,Lost
2303,127,25,KARUPPUSAMY P,M,IND,38,51.0,205384,280081,PALANI,GEN,DINDIGUL,SOUTHERN REGION,24,73.33,0.02,yes,0,0.0,2.33,AETN274661,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Agriculture,,,,Lost
2304,128,1,SAKKARAPANI R,M,DMK,109970,59.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,54.51,no,28742,14.25,2.17,AETN188923,10192,5.0,DMK,10192.0,ODDANCHATRAM,True,True,5.0,False,True,True,Graduate,Business,Industrialist,Small Business or Self-employed,,Won
2305,128,2,NATARAJ N.P,M,ADMK,81228,52.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,40.26,no,76284,37.81,2.17,AETN274676,930,1.0,,,,,,0.0,False,False,False,12th Pass,Business,Transport,Agriculture,,Lost
2306,128,3,SAKTHI DEVI T,F,NTK,4944,39.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,2.45,yes,3487,1.73,2.17,AETN274679,5533,1.0,,,,,,0.0,False,False,False,8th Pass,Agriculture,,,,Lost
2307,128,4,None Of The Above,,NOTA,1457,,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.72,,30,0.01,2.17,,5897,,,,,,,,,,,,,,,,
2308,128,5,SIVA KUMAR M,M,DMDK,1427,50.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.71,yes,345,0.17,2.17,AETN274675,2956,1.0,,,,,,0.0,False,False,False,10th Pass,Business,Real Estate or Builder or Developer or Construction,Agriculture,,Lost
2309,128,6,ABDUL HADI A,M,MNM,1082,51.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.54,yes,553,0.27,2.17,AETN274678,24404,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2310,128,7,MURUGARAJ P,M,BSP,529,36.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.26,yes,122,0.06,2.17,AETN274677,16651,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2311,128,8,MARIMUTHU T.S,M,IND,407,41.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.2,yes,51,0.03,2.17,AETN274685,10809,1.0,,,,,,0.0,False,False,False,12th Pass,Agriculture,,,,Lost
2312,128,9,BALASUBRAMANI S,M,IND,356,31.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.18,yes,256,0.13,2.17,AETN274684,10809,1.0,,,,,,0.0,False,False,False,Graduate Professional,Agriculture,,,,Lost
2313,128,10,CHELLAMUTHU K,M,IND,100,56.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.05,yes,39,0.02,2.17,AETN208714,10809,7.0,IND,10809.0,ODDANCHATRAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost
2314,128,11,RAVI M,M,Anaithu Makkal Puratchi Katchi,61,34.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.03,yes,2,0.0,2.17,AETN274680,24412,1.0,,,,,,0.0,False,False,False,5th Pass,Business,,,,Lost
2315,128,12,SIVANESAN K,M,IND,59,40.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.03,yes,7,0.0,2.17,AETN274683,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2316,128,13,RAVICHANDRAN K,M,My India Party,52,41.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.03,yes,8,0.0,2.17,AETN274681,24339,1.0,,,,,,0.0,False,False,False,Illiterate,Agricultural Labour,,,,Lost
2317,128,14,SIVAPRAKASH S,M,IND,44,32.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.02,yes,4,0.0,2.17,AETN274682,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2318,128,15,SHANMUGAVEL P,M,IND,40,65.0,201756,242845,ODDANCHATRAM,GEN,DINDIGUL,SOUTHERN REGION,14,83.08,0.02,yes,0,0.0,2.17,AETN272283,10809,5.0,IND,10809.0,ODDANCHATRAM,True,True,0.0,False,False,True,Graduate,Agriculture,,,,Lost
2319,129,1,PERIYASAMY I,M,DMK,165809,67.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,72.11,no,135571,58.96,1.82,AETN188938,10192,8.0,DMK,10192.0,ATHOOR,True,True,6.0,False,True,True,Graduate,Business,Agricultural Business,,,Won
2320,129,2,THILAGABAMA M,F,PMK,30238,50.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,13.15,yes,13070,5.68,1.82,AETN274691,11891,1.0,,,,,,0.0,False,False,False,Graduate,Agriculture,,,,Lost
2321,129,3,SIMON JUSTIN A,M,NTK,17168,39.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,7.47,yes,13927,6.06,1.82,AETN274690,5533,1.0,,,,,,0.0,False,False,False,Post Graduate,Education,College Professor or Lecturer,,,Lost
2322,129,4,SIVASAKTHIVEL P,M,MNM,3241,34.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,1.41,yes,224,0.1,1.82,AETN274688,24404,1.0,,,,,,0.0,False,False,False,Graduate,Salaried Work or Employed,Qualified Professional,,,Lost
2323,129,5,SELVAKUMAR P,M,AMMK,3017,43.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,1.31,yes,1295,0.56,1.82,AETN274689,24338,1.0,,,,,,0.0,False,False,False,10th Pass,Business,Real Estate or Builder or Developer or Construction,,,Lost
2324,129,6,SAVADAMUTHU A,M,IND,1722,45.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.75,yes,158,0.07,1.82,AETN274698,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2325,129,7,None Of The Above,,NOTA,1564,,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.68,,207,0.09,1.82,,5897,,,,,,,,,,,,,,,,
2326,129,8,PALRAJ R,F,IND,1357,37.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.59,yes,177,0.08,1.82,AETN274702,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
2327,129,9,MUTHULAKSHMI R,F,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,1180,34.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.51,yes,300,0.13,1.82,AETN274692,24313,1.0,,,,,,0.0,False,False,False,Illiterate,Agriculture,,,,Lost
2328,129,10,SILAMBARASAN M,M,Puthiya Tamilagam,880,35.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.38,yes,131,0.06,1.82,AETN274687,12001,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
2329,129,11,KARTHIGAISELVAN K,M,BSP,749,26.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.33,yes,49,0.02,1.82,AETN274686,16651,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
2330,129,12,SANKAR D,M,IND,700,38.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.3,yes,165,0.07,1.82,AETN274697,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Agriculture,,,,Lost
2331,129,13,ANBU AS,M,IND,535,42.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.23,yes,49,0.02,1.82,AETN274695,10809,1.0,,,,,,0.0,False,False,False,Post Graduate,Salaried Work or Employed,Accountant,,,Lost
2332,129,14,SILAMBARASAN P,M,IND,486,34.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.21,yes,137,0.06,1.82,AETN274699,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Business,,,,Lost
2333,129,15,THILAGAVATHY S,F,IND,349,28.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.15,yes,27,0.01,1.82,AETN274700,10809,1.0,,,,,,0.0,False,False,False,Graduate,Other,Household,,,Lost
2334,129,16,KARTHI M,M,IND,322,34.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.14,yes,132,0.06,1.82,AETN274696,10809,1.0,,,,,,0.0,False,False,False,10th Pass,Other,,,,Lost
2335,129,17,BALAMURUGAN A,M,IND,190,31.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.08,yes,57,0.02,1.82,AETN274701,10809,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2336,129,18,VEERAMALAI S,M,IND,133,46.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.06,yes,8,0.0,1.82,AETN274703,10809,1.0,,,,,,0.0,False,False,False,Illiterate,Business,Real Estate or Builder or Developer or Construction,,,Lost
2337,129,19,MURUGANANTHAM C,M,IND,125,43.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.05,yes,37,0.02,1.82,AETN188955,10809,2.0,IND,10809.0,ATHOOR,True,True,0.0,False,False,True,10th Pass,Business,,,,Lost
2338,129,20,JEYASEKARAN R,M,My India Party,88,40.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.04,yes,1,0.0,1.82,AETN274694,24339,1.0,,,,,,0.0,False,False,False,8th Pass,Agricultural Labour,,,,Lost
2339,129,21,RAGUPATHI P,M,Anaithu Makkal Puratchi Katchi,87,34.0,229940,294946,ATHOOR,GEN,DINDIGUL,SOUTHERN REGION,20,77.96,0.04,yes,0,0.0,1.82,AETN274693,24412,1.0,,,,,,0.0,False,False,False,Graduate Professional,Business,,,,Lost
2340,130,1,S.Thenmozhi,F,ADMK,91461,59.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,49.49,no,27618,14.94,2.7,AETN195141,930,3.0,ADMK,,NILAKKOTTAI,True,True,3.0,False,True,True,10th Pass,Agriculture,,Social Work,,Won
2341,130,2,K.Murugavelrajan,M,DMK,63843,53.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,34.55,no,46338,25.07,2.7,AETN274705,10192,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
2342,130,3,G.Vasanthadevi,F,NTK,17505,34.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,9.47,yes,13801,7.47,2.7,AETN274709,5533,1.0,,,,,,0.0,False,False,False,,,,,,Lost
2343,130,4,K.Ramasamy,M,DMDK,3704,66.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,2.0,yes,523,0.28,2.7,AETN188959,2956,2.0,DMDK,2956.0,NILAKKOTTAI,True,True,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
2344,130,5,Ananth,M,MNM,3181,42.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,1.72,yes,1921,1.04,2.7,AETN274707,24404,1.0,,,,,,0.0,False,False,False,Graduate Professional,Liberal Profession or Professional,Lawyer,,,Lost
2345,130,6,None Of The Above,,NOTA,1260,,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.68,,594,0.32,2.7,,5897,,,,,,,,,,,,,,,,
2346,130,7,P.Nagendran,M,BSP,666,55.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.36,yes,151,0.08,2.7,AETN274704,16651,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
2347,130,8,P.Nagajothi,F,IND,515,35.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.28,yes,24,0.01,2.7,AETN276442,10809,2.0,IND,10809.0,NILAKKOTTAI,True,True,0.0,False,False,True,8th Pass,Labourer or Daily Wage,,,,Lost
2348,130,9,V.Vinoth,M,IND,491,29.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.27,yes,7,0.0,2.7,AETN274719,10809,1.0,,,,,,0.0,False,False,False,Graduate,Agricultural Labour,,,,Lost
2349,130,10,V.K.Aiyyar,M,Puthiya Tamilagam,484,58.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.26,yes,109,0.06,2.7,AETN274706,12001,1.0,,,,,,0.0,False,False,False,Post Graduate,Other,,,,Lost
2350,130,11,P.Pothumanickam,M,IND,375,49.0,184805,246176,NILAKOTTAI,SC,DINDIGUL,SOUTHERN REGION,18,75.07,0.2,yes,32,0.02,2.7,AETN274718,10809,1.0,,,,,,0.0,False,False,False,8th Pass,Agricultural Labour,,,,Lost
